gene	raw_counts	median_length_normalized	RPKM
ABHD14A|25864	656	28.8857395925598	8.20558410163339
ABHD14B|84836	2875	69.9138686131387	19.7572104740737
ABHD15|116236	1566	28.375953505267	8.03313656159204
ABHD1|84696	164	5.62768166089965	1.60278623715296
ABHD2|11057	13256	75.6339458965872	21.3677315415088
ABHD3|171586	5307	151.6649514008	42.8507948096638
ABHD4|63874	3578	104.140361094933	29.4286028921353
ABHD5|51099	3587	33.3284916201117	9.43314900554659
ABHD6|57406	510	10.5677579776212	2.98478090594107
ABHD8|79575	1015	23.9280983916745	6.78048349094398
ABI1|10006	5076	72.6025751072961	20.5103955964867
ABI2|10152	4276	35.273597359736	9.96471027312791
ABI3BP|25890	649	8.85253959584926	2.50279892890269
ABI3|51225	626	14.7608490566038	4.17001940445654
ABL1|25	6048	53.6747159090909	15.1652208736717
ABL2|27	4303	18.1405432765311	5.12632370821003
ABLIM1|3983	7906	179.803457688808	50.7959077179246
ABLIM2|84448	216	3.14961787184009	0.896641932902061
ABLIM3|22885	8961	112.586076903745	31.8040290730289
ABO|28	6	0.198150594451783	0.0559660915847059
ABP1|26	209	4.17102615694165	1.18773484210477
ABRA|137735	3	0.0529848110208407	0.0149651470609758
ABR|29	7119	84.5896338563956	23.9028303008069
ABT1|29777	1248	27.6332594235033	7.81569571313655
ABTB1|80325	1386	34.8270487682252	9.84074664368303
ABTB2|25841	49	0.590503735839961	0.166783179493171
ACAA1|30	4941	145.726843657817	41.1665768140933
ACAA2|10449	958	26.8402466367713	7.58350998015289
ACACA|31	9283	96.0998342999171	27.1531796280644
ACACB|32	1043	9.63329022723074	2.72110866289773
ACAD10|80724	1733	37.225709372313	10.5217615640922
ACAD11|84129	1307	33.8982346832814	9.58338439733757
ACAD8|27034	1054	29.3426183844011	8.29231443294745
ACAD9|28976	3298	71.6392872664059	20.2410778973047
ACADL|33	1	0.0273672687465791	0.0077296718353626
ACADM|34	3661	81.2286856127886	22.9578358492818
ACADSB|36	12618	107.727924850555	30.434293692979
ACADS|35	1436	48.9815699658703	13.8425601340928
ACADVL|37	17018	377.26397515528	106.623813452753
ACAN|176	81	0.458284917499419	0.13291784172668
ACAP1|9744	100	1.94649227110583	0.559734857043498
ACAP2|23527	5838	64.5064244572441	18.2642624650964
ACAP3|116983	1925	27.4449515116942	7.75386839793907
ACAT1|38	2274	52.8855281526291	14.9435454387407
ACAT2|39	1549	47.9195544554455	13.5366021513171
ACBD3|64746	6112	85.2080424462441	24.103417768468
ACBD4|79777	956	23.9130653266332	6.78429024306851
ACBD5|91452	4003	53.416978109984	15.0909792055952
ACBD6|84320	2916	89.8095238095238	25.466959834504
ACBD7|414149	578	13.0881278538813	3.72720540464562
ACCN1|40	4	0.0643500643500644	0.0181751743155823
ACCN2|41	625	8.16718995290424	2.3093456376255
ACCN3|9311	30	0.736015701668302	0.207881900537892
ACCN4|55515	11	0.214257888585898	0.0605154713187698
ACCN5|51802	0	0	0
ACCSL|390110	0	0	0
ACCS|84680	587	14.30712890625	4.04769474129042
ACD|65057	893	21.3631578947368	6.03399264391592
ACE2|59272	2	0.0286697247706422	0.0080975403917474
ACER1|125981	0	0	0
ACER2|340485	570	9.9929873772791	2.82244142799027
ACER3|55331	4905	56.0448	15.8329032511846
ACE|1636	5554	116.282481139983	32.8726745186816
ACHE|43	4	0.0900900900900901	0.0254452440418153
ACIN1|22985	13325	209.411264946507	59.2124360150219
ACLY|47	18344	210.515499425947	59.484728810608
ACMSD|130013	117	4.52786377708978	1.27885984663721
ACN9|57001	270	6.51160541586073	1.84379585090233
ACO1|48	2113	29.4425863991081	8.3166163228811
ACO2|50	4822	86.7176258992806	24.4952577543692
ACOT11|26027	161	2.90367139222101	0.826484835098656
ACOT12|134526	2	0.0772797527047913	0.0218270640544165
ACOT13|55856	953	11.1757390896293	3.15775956179651
ACOT1|641371	1072	33.4164588528678	9.43821845082195
ACOT2|10965	1858	55.4413875598086	15.6931107676313
ACOT4|122970	1758	51.507339988256	14.5781973923422
ACOT6|641372	6	0.298804780876494	0.0843950823299251
ACOT7|11332	891	27.2515299877601	7.70061224289954
ACOT8|10005	879	21.7104743083004	6.13307069149178
ACOT9|23597	368	11.0776640577965	3.12879990553904
ACOX1|51	7597	50.5270162363588	14.2781039442437
ACOX2|8309	9478	199.946943972835	56.8121234213584
ACOX3|8310	4116	71.9968487394958	20.352453285799
ACOXL|55289	84	1.65761086695965	0.473934189863934
ACP1|52	5962	190.089285714286	53.6964428969406
ACP2|53	5664	134.460588793922	37.9808326449796
ACP5|54	4836	151.98427672956	42.9525321404725
ACP6|51205	2157	39.4827586206897	11.1743918657368
ACPL2|92370	2456	40.0277415143603	11.319811765182
ACPP|55	218	3.49358974358974	0.986737204044624
ACPT|93650	1	0.0371195248700817	0.0104841205962936
ACRBP|84519	73	2.04252937884723	0.576896509431531
ACRC|93953	65	1.02265575833858	0.28884115129279
ACRV1|56	4	0.186741363211951	0.052743643111886
ACR|49	24	1.02389078498294	0.289189974946228
ACSBG1|23205	4	0.0782472613458529	0.0221003293320931
ACSBG2|81616	11	0.203703703703704	0.0575345240278823
ACSF2|80221	3747	86.8482598607889	24.5547785757301
ACSF3|197322	508	8.28314826910516	2.3429236137
ACSL1|2180	1118	14.9699812382739	4.231712536989
ACSL3|2181	10929	128.191459408728	36.2131734007073
ACSL4|2182	744	7.39169316375199	2.08800679049013
ACSL5|51703	595	9.20197958552428	2.59902744005829
ACSL6|23305	33	0.521591295477729	0.158459586747993
ACSM1|116285	263	6.41150658215505	1.8108800812109
ACSM2A|123876	23	0.403567447045708	0.120701798659893
ACSM2B|348158	0	0	0
ACSM3|6296	108	2.56288561936402	0.723867075399339
ACSM4|341392	4	0.114744693057946	0.0324087445627251
ACSM5|54988	120	3.32715008431703	0.952587550975209
ACSS1|84532	3919	43.8405732198836	12.3924206956852
ACSS2|55902	2419	44.9906959434313	12.7135784004908
ACSS3|79611	126	2.0979020979021	0.592536102512201
ACTA1|58	9	0.298210735586481	0.0842272988660485
ACTA2|59	3425	111.001297016861	31.3672038054381
ACTBL2|345651	0	0	0
ACTB|60	127685	3538.32483370288	999.546381341988
ACTC1|70	1	0.0135391280801516	0.00382402124105266
ACTG1|71	185009	4944.5614973262	1397.17515026063
ACTG2|72	53	2.08169677926159	0.587959036520028
ACTL6A|86	5655	148.175576519916	41.8556260777454
ACTL6B|51412	0	0	0
ACTL7A|10881	0	0	0
ACTL7B|10880	0	0	0
ACTL8|81569	3	0.0794491525423729	0.0224397941364525
ACTL9|284382	0	0	0
ACTN1|87	11014	152.609816971714	43.1339224685211
ACTN2|88	4	0.0441696113074205	0.0124753625823388
ACTN3|89	2	0.0336587007741501	0.00950663779414841
ACTN4|81	25694	700.153930131004	198.064140681099
ACTR10|55860	4269	88.1263418662263	24.8915315780564
ACTR1A|10121	7850	139.816173851087	39.4936113214031
ACTR1B|10120	3851	84.9791851195749	24.085140530023
ACTR2|10097	22839	290.072154471545	81.9448375031543
ACTR3B|57180	506	12.0018975332068	3.38984244984012
ACTR3C|653857	142	5.63300492610837	1.64642010093223
ACTR3|10096	8655	167.278701198299	47.2465658623737
ACTR5|79913	432	8.69665187575635	2.46097285658153
ACTR6|64431	2703	76.439479638009	21.5905342352883
ACTR8|93973	2204	31.7907043879908	8.9853150741424
ACTRT1|139741	0	0	0
ACTRT2|140625	0	0	0
ACVR1B|91	5196	82.1148007590133	23.2063522653087
ACVR1C|130399	67	0.384438834060133	0.108581753465102
ACVR1|90	3237	54.7850372376439	15.4750411322487
ACVR2A|92	373	3.55644546147979	1.00449031184523
ACVR2B|93	1032	4.52028388679576	1.27696643979586
ACVRL1|94	431	5.21303926320892	1.47518894838158
ACY1|95	3018	100.410119840213	28.3758517427431
ACY3|91703	46	1.7129840546697	0.493255186323116
ACYP1|97	271	20.4909090909091	5.79862413652913
ACYP2|98	565	22.6639741518578	6.44506655929905
ADAD1|132612	0	0	0
ADAD2|161931	4	0.0909504320145521	0.0256882409153387
ADAL|161823	1235	22.3371924746744	6.30998784275008
ADAM10|102	9301	192.623446561723	54.4116608252994
ADAM11|4185	18	0.184713375796178	0.0578248380295119
ADAM12|8038	2190	31.9553154205607	9.03254143417767
ADAM15|8751	22071	384.058495821727	108.52684526185
ADAM17|6868	2429	91.1343843843844	25.7527074073205
ADAM18|8749	0	0	0
ADAM19|8728	331	5.54585300067431	1.57600086200326
ADAM20|8748	2	0.0356252226576416	0.0100620665787014
ADAM21P1|145241	3	0.0732421875	0.0206866852195422
ADAM21|8747	14	0.29093931837074	0.0821735437260617
ADAM22|53616	56	1.01744186046512	0.287368526460617
ADAM23|8745	25	0.453885257806826	0.128196354785834
ADAM28|10863	456	10.4443426477325	2.9499232075596
ADAM29|11086	1	0.00649752475247525	0.0043694648648538
ADAM2|2515	0	0	0
ADAM30|11085	0	0	0
ADAM32|203102	85	1.85371179039301	0.524183138721675
ADAM33|80332	74	1.95077581594436	0.559141879506342
ADAM3A|1587	56	1.17351215423303	0.331449364970502
ADAM5P|255926	1	0.0317258883248731	0.00896072997665448
ADAM6|8755	32296	49.5333888786027	14.0741738836582
ADAM7|8756	0	0	0
ADAM8|101	272	4.53877005347594	1.28382822210977
ADAM9|8754	1321	16.8943463801484	4.7723990523093
ADAMDEC1|27299	157	3.34327086882453	0.944280809021964
ADAMTS10|81794	173	2.4622829490464	0.695452634977197
ADAMTS12|81792	448	4.75931049159396	1.34639401544093
ADAMTS13|11093	236	3.97105351733423	1.12178325970951
ADAMTS14|140766	88	1.13519091847265	0.320625830495938
ADAMTS15|170689	10075	175.764458464774	49.8704040362128
ADAMTS16|170690	513	8.46064814814815	2.3957151644727
ADAMTS17|170691	71	1.81291989664083	0.518175628665494
ADAMTS18|170692	22	0.433241433635289	0.122365667487422
ADAMTS19|171019	1707	22.5832671432354	6.38243116932887
ADAMTS1|9510	277	2.94496788008565	0.837649805732006
ADAMTS20|80070	6	0.106420716566158	0.0300577022558513
ADAMTS2|9509	684	12.6769861991794	3.60295544317565
ADAMTS3|9508	16	0.239664469742361	0.0676913622202874
ADAMTS4|9507	348	5.42623979912115	1.54252807100948
ADAMTS5|11096	163	0.841871054537928	0.238218358919882
ADAMTS6|11174	111	0.784009040824975	0.221437245260069
ADAMTS7|11173	174	2.45036661026509	0.692963118194613
ADAMTS8|11095	83	1.39068825910931	0.395457208767281
ADAMTS9|56999	192	1.74640713116245	0.493259087701625
ADAMTSL1|92949	247	3.66360130525067	1.03475564505258
ADAMTSL2|9719	382	5.0927807486631	1.44241876719392
ADAMTSL3|57188	2326	19.3762426284751	5.53462997319302
ADAMTSL4|54507	700	10.1449275362319	2.86535574210007
ADAMTSL5|339366	780	14.1024619840695	3.98814125477981
ADAP1|11033	761	18.1772575250836	5.13469949702861
ADAP2|55803	1117	20.3003636363636	5.73614449638645
ADARB1|104	598	7.46665001249063	2.10967325631728
ADARB2|105	8	0.216374269005848	0.0660683529506782
ADAR|103	49636	381.43335895465	107.757889924527
ADAT1|23536	1415	25.6415094339623	7.25064814119687
ADAT2|134637	138	1.74710275560134	0.50189318598059
ADAT3|113179	90	2.79774577332498	0.795860951714885
ADA|100	261	8.60817941952507	2.43131320954957
ADCK1|57143	487	11.8938875305623	3.3630649319521
ADCK2|90956	3448	77.1132497761862	21.7963459302504
ADCK4|79934	2063	47.8135435992579	13.5129470521044
ADCK5|203054	404	10.9071274298056	3.08063316363705
ADCY10|55811	24	0.292825768667643	0.0827063569148314
ADCY1|107	5698	40.0756764374295	11.3398795526207
ADCY2|108	35	0.288256819693945	0.0822145484884001
ADCY3|109	5133	58.3529679326814	16.4859660916497
ADCY4|196883	231	3.4070796460177	0.962303100997323
ADCY5|111	5058	75.3127608825283	21.2968499170374
ADCY6|112	9975	83.6642054035912	23.6395455061243
ADCY7|113	1019	20.2782886845262	5.75387066838401
ADCY8|114	0	0	0
ADCY9|115	8136	52.4405069839627	14.8599961932147
ADCYAP1R1|117	3	0.0704761904761905	0.0268992579870618
ADCYAP1|116	20	0.315159155373464	0.0890142479874407
ADC|113451	917	24.0047169811321	6.78719878219143
ADD1|118	15089	188.345904095904	53.2189122071822
ADD2|119	67	0.906147091108672	0.259654610234605
ADD3|120	695	8.09510489510489	2.28784772914433
ADH1A|124	6	0.243111831442464	0.0686650426736182
ADH1B|125	334	6.41813989239047	1.81275360800588
ADH1C|126	11	0.367401469605878	0.103769682615419
ADH4|127	21	0.511695906432749	0.144524522079609
ADH5|128	4159	105.371703853955	29.7839033130324
ADH6|130	0	0	0
ADH7|131	0	0	0
ADHFE1|137872	234	6.23667377398721	1.76149991669006
ADI1|55256	5934	97.127135348226	27.5297645762132
ADIG|149685	0	0	0
ADIPOQ|9370	578	6.25770065075922	1.77062469331321
ADIPOR1|51094	12117	302.253992015968	85.3880300600523
ADIPOR2|79602	14530	182.658285139552	51.5952388080977
ADK|132	2541	62.9400396432111	17.7821023965263
ADM2|79924	458	5.53334944417593	1.5630562066189
ADM|133	68	2.10444027517198	0.600565046990686
ADNP2|22850	3652	33.7700425847065	9.54896266220953
ADNP|23394	15111	163.29420665802	46.130395786275
ADORA1|134	1001	18.073311664861	5.1051760757135
ADORA2A|135	113	2.2588424437299	0.641398102927027
ADORA2B|136	187	4.95331564986737	1.40097329065241
ADORA3|140	772	17.8371124479408	5.04501122728189
ADO|84890	2229	29.7028617277347	8.41887782238819
ADPGK|83440	3938	85.6586852416195	24.2110887789948
ADPRHL1|113622	470	12.9745996686913	3.66504246731502
ADPRHL2|54936	1451	44.0194292653309	12.4415192793528
ADPRH|141	307	4.64099454214676	1.31458092967395
ADRA1A|148	159	3.88166259168704	1.09800271905623
ADRA1B|147	12	0.224471830985915	0.0745886114958141
ADRA1D|146	1	0.00112528132033008	0.00529711569512658
ADRA2A|150	2193	28.1419388017485	7.96343229672254
ADRA2B|151	36	0.542274939172749	0.154621647188403
ADRA2C|152	12	0.284026996625422	0.0953123314502191
ADRB1|153	7	0.122292103424179	0.0345404518177681
ADRB2|154	92	2.26266601082145	0.639072386018242
ADRB3|155	0	0	0
ADRBK1|156	16629	332.6886035313	94.2361856180164
ADRBK2|157	712	6.58395107487027	1.86340671526385
ADRM1|11047	4096	163.258373205742	46.1277227873826
ADSL|158	1364	44.39453125	12.5407282842025
ADSSL1|122622	528	14.7239263803681	4.15865829002428
ADSS|159	10404	256.244575936884	72.4489334571649
AEBP1|165	12557	244.028037383178	69.054260449905
AEBP2|121536	2311	22.649343008433	6.40050936149293
AEN|64782	969	22.4967472118959	6.35888709083087
AES|166	22545	655.829452852154	185.321874238715
AFAP1L1|134265	583	7.94791382601582	2.24521145033814
AFAP1L2|84632	468	6.08064516129032	1.71934122981818
AFAP1|60312	3736	24.3723237597911	6.88775517177847
AFARP1|246182	0	0	0
AFF1|4299	7938	47.4727838258165	13.4108520993158
AFF2|2334	24	0.0824046920821114	0.0248482881698665
AFF3|3899	30109	485.34021283457	137.117904977276
AFF4|27125	22348	172.255473327166	48.6587918878817
AFG3L1|172	850	19.9755409219191	5.64618714803685
AFG3L2|10939	4170	70.2443469456632	19.8748567492997
AFMID|125061	2533	77.3115055079559	21.8918639857066
AFM|173	2	0.0440660991487231	0.0141433254313545
AFP|174	2674	76.6496559633027	21.6528230075326
AFTPH|54812	9895	122.864878291108	34.7089624529404
AG2|387763	103	3.76047024246877	1.06875633772988
AGAP11|119385	292	6.51300448430493	1.8491732060164
AGAP1|116987	4462	50.0977528089888	14.1601925387847
AGAP2|116986	176	1.98012197876666	0.561439222499326
AGAP3|116988	2808	56.0904	15.8619544498106
AGAP4|119016	692	13.8427370948379	3.9105643964384
AGAP5|729092	609	9.65374841168996	2.73200929476282
AGAP6|414189	660	11.8903318903319	3.36240724838273
AGAP7|653268	236	4.87603305785124	1.37719754735412
AGAP8|728404	657	12.701122725513	3.5920350604674
AGA|175	1909	119.496240601504	33.7833444061191
AGBL1|123624	0	0	0
AGBL2|79841	149	2.9652278177458	0.841004978432419
AGBL3|340351	54	0.75296442687747	0.215300385074309
AGBL4|84871	314	5.22288955622289	1.47959382020926
AGBL5|60509	1625	28.4389219460973	8.03235193217085
AGER|177	91	3.46183500385505	0.990834271651411
AGFG1|3267	6001	34.5577698421841	9.76232977418362
AGFG2|3268	2064	24.8417630057803	7.02023987350198
AGGF1|55109	4323	182.363175675676	51.5624015591097
AGK|55750	2077	86.5358931552588	24.4838258685659
AGL|178	3300	22.9692286271234	6.48885609337018
AGMAT|79814	92	2.091985428051	0.591636685234557
AGPAT1|10554	3383	84.3231920199501	23.8279798650229
AGPAT2|10555	2869	93.8043193717277	26.5159259565198
AGPAT3|56894	7808	59.6614185264445	16.8550043320948
AGPAT4|56895	118	3.83116883116883	1.08208378720681
AGPAT5|55326	1358	12.8991069732092	3.64389625344399
AGPAT6|137964	4640	36.5621049304678	10.3550240923645
AGPAT9|84803	100	1.90258751902588	0.53737102143103
AGPHD1|123688	353	14.2502024291498	4.03652225623663
AGPS|8540	5983	39.5736967451707	11.1792255598982
AGR2|10551	28933	1358.15239887112	384.379135892118
AGR3|155465	11005	717.610747051114	203.687844596983
AGRN|375790	11415	77.7013253176663	22.0253983753536
AGRP|181	1	0.0638569604086845	0.0180359009491794
AGTPBP1|23287	832	9.70067709549381	2.74330980358361
AGTR1|185	11547	247.074914383562	69.8065108252212
AGTR2|186	0	0	0
AGTRAP|57085	1746	72.75	20.5476706948669
AGT|183	248	4.96993987975952	1.4037207975613
AGXT2L1|64850	369	8.72340425531915	2.46385756668726
AGXT2L2|85007	1501	36.3854368932039	10.2899455219682
AGXT2|64902	14	0.408163265306122	0.115282534230265
AGXT|189	0	0	0
AHCTF1|25909	8189	52.4993588099513	14.8302080558382
AHCYL1|10768	17010	220.990124740125	62.4264809352804
AHCYL2|23382	3043	30.036532385466	8.48609440732234
AHCY|191	7078	160.041157847128	45.2086375925022
AHDC1|27245	2066	18.7795375933006	5.31153835348018
AHI1|54806	1610	20.7724102299148	5.87357215540274
AHNAK2|113146	627	1.71782503836878	0.485341112030864
AHNAK|79026	118402	593.273238305561	167.846428497957
AHRR|57491	136	1.2301013024602	0.347432528993527
AHR|196	13326	120.014790764791	33.9450295393547
AHSA1|10598	4866	189.082490272374	53.4771902075078
AHSA2|130872	3176	80.0544629349471	22.6181657930544
AHSG|197	1	0.00956632653061225	0.00900644798673946
AHSP|51327	0	0	0
AICDA|57379	97	1.83675018982536	0.520062533405894
AIDA|64853	5982	95.5575079872204	26.9899248151013
AIF1L|83543	945	13.8614210217264	3.91820151756637
AIF1|199	1375	107.316118935837	30.387952831628
AIFM1|9131	4304	97.364870982345	27.515420256933
AIFM2|84883	2194	37.7608545830462	10.6767437327351
AIFM3|150209	77	1.61639762107052	0.461938192067534
AIG1|51390	2616	94.4064981949459	26.6739645627659
AIM1L|55057	23	0.698511166253102	0.201494131633853
AIM1|202	4808	43.086052348512	12.1726617086665
AIM2|9447	20	0.673400673400673	0.190196773645892
AIMP1|9255	3220	61.9584295612009	17.5031545908884
AIMP2|7965	1262	50.9813915857605	14.4191774913656
AIPL1|23746	157	2.70982456140351	0.777954855994236
AIP|9049	4436	177.0056	50.1165455408547
AIRE|326	21	0.560897435897436	0.158421110741109
AJAP1|55966	6	0.120192307692308	0.0339473808730949
AK1|203	2124	46.6425419240953	13.2371414745687
AK2|204	7304	159.473799126638	45.0427487673307
AK3L1|205	180	4.05405405405405	1.14503598188169
AK3|50808	3963	76.7223082881487	21.6754158351786
AK5|26289	1880	28.8520110531164	8.15154056899909
AK7|122481	197	4.84150569588905	1.37793747266561
AKAP10|11216	2867	70.2259332023576	19.8860955995461
AKAP11|11215	6381	32.0965823167658	9.08490641577849
AKAP12|9590	642	3.89279650739753	1.099490044208
AKAP13|11214	9394	69.6320628800237	19.674196278139
AKAP14|158798	16	1.18518518518519	0.33474632161677
AKAP1|8165	10562	133.424058630275	37.694650114015
AKAP2|11217	817	5.94363530439849	1.68042007458498
AKAP3|10566	39	0.635612817971589	0.181949886780671
AKAP4|8852	1	0.00454863540937719	0.00494125627823914
AKAP5|9495	1749	13.4353322028673	3.80754912365806
AKAP6|9472	35	0.222363405336722	0.0628048113738579
AKAP7|9465	388	8.26022146507666	2.33363664904791
AKAP8L|26993	3091	79.936302433972	22.6056154220374
AKAP8|10270	2845	58.7204789430223	16.5885236213564
AKAP9|10142	10880	92.0950203252033	26.0244853695964
AKD1|221264	775	21.7776523702032	6.17643092183171
AKIRIN1|79647	4085	78.8247780779622	22.2650795679284
AKIRIN2|55122	1481	37.9635523613963	10.736573699379
AKNAD1|254268	8	0.138600138600139	0.0391465292951004
AKNA|80709	1693	12.973781048758	3.66585908929013
AKR1A1|10327	4055	140.967988865692	39.8504925867824
AKR1B10|57016	87	2.69192546583851	0.763120253763385
AKR1B15|441282	122	4.5019040365575	1.31218391018379
AKR1B1|231	1249	37.4465786314526	10.5873445039413
AKR1C1|1645	128	4.61199421965318	1.30609113925618
AKR1C2|1646	134	5.17374517374517	1.46128401497282
AKR1C3|8644	1920	77.1044176706827	21.7786763461513
AKR1C4|1109	1	0.0418760469011725	0.0118275631852659
AKR1CL1|340811	0	0	0
AKR1D1|6718	39	0.787878787878788	0.222530225165693
AKR1E2|83592	258	8.97559274755928	2.54079811321306
AKR7A2|8574	3307	131.51630867144	37.1533963688839
AKR7A3|22977	318	12.1783243658724	3.45183022362796
AKR7L|246181	74	1.64726947179946	0.467787006623703
AKT1S1|84335	3143	77.2985735366453	21.8326577092971
AKT1|207	15039	269.091624910523	76.0137505209009
AKT2|208	14936	145.492595479345	41.1005147271525
AKT3|10000	376	10.2469945355191	2.90159209106339
AKTIP|64400	1436	33.0875576036866	9.34532285550503
ALAD|210	3343	52.2175	14.7531922536383
ALAS1|211	3924	84.1243567753002	23.7629336960318
ALAS2|212	0	0	0
ALB|213	208548	5379.95614035088	1519.67899314243
ALCAM|214	15901	228.449137931034	64.5274937234029
ALDH16A1|126133	2271	38.8852739726027	10.9833263070288
ALDH18A1|5832	7594	113.086114421931	31.9556932972937
ALDH1A1|216	359	8.74756335282651	2.4706811155514
ALDH1A2|8854	32	0.48528965726418	0.137066282736621
ALDH1A3|220	230	3.62547288776797	1.02398657059827
ALDH1B1|219	1382	22.6445466491459	6.41154948505674
